Critic Name,Review,Rating
dishamatta,"""It Ends With Us"" is a captivating adaptation of a book written by Colleen Hoover, that combines romance with the serious issue of domestic violence. Directed by Justin Baldoni, the film tells the story of Lily Bloom, portrayed by Blake Lively (My favorite gossip girl), who has experienced domestic violence in her past and is striving to build a new life in the city by starting her own flower shop. The movie initially presents itself as a lighthearted romantic drama but takes a serious turn as it addresses the topic of domestic violence.The film's storyline holds surprises, especially the first encounter between Lily and Ryle on the terrace, which happens to be a favourite moment for many viewers. ""It Ends With Us"" also encourages discussion about toxic masculinity and the difficult choices individuals face in breaking generational patterns for the well-being of future generations.While the movie received overall positive feedback, some critics pointed out that Blake Lively's portrayal of Lily lacked the necessary intensity for the role. Additionally, some viewers were not fond of her character's wardrobe choices. However, Justin and Brandon's performances received praise for their compelling portrayals.Overall, ""It Ends With Us"" serves as a thought-provoking film that highlights the complexities of love and the challenges posed by toxic generational patterns.",4
Movielover0907,"There are many many authors and books out there. Colleen Hoover is problematic in general, but in terms of her writing, it is juvenile and she writes to please a general audience and has no real voice. The drama surrounding this movie has been off putting as well as the director and co star's creative vision seems to have been rejected in favor of the actor's vision. I have always loved Blake Lively, but this movie has not done her reputation any favors. I wish we can see the director's version one day. The movie wasn't as good as the book which looking back, while I enjoyed it, I don't see the need for it to have been turned into a movie. Side note: same with another of Blake's movie, A Simple Favor. That book was actually really bad and I'm losing confidence about Blake's ability to make decisions on movies to be in.",0.5
piupauz,"I read the novel and relived my own nightmares while reading the novel but in a closure kind of way. A lot of important details were left from the book. A lot of details that so many women live through. The second guessing of oneself, the gaslighting, the love bombing, the promises, the fear of losing everything, the shame and many more. The violence was downplayed by a lot. There was no emotion in the female leads eyes. You could see that she just don't get it. I just could'nt connect with Blake in this movie. A better actress would have been preferred. Someone who really can act. Not just a pretty face. Isabela Ferrer did amazing job as young Lily Bloom and I think she would have even better in the lead.",2
christinazelger,"I read the book, and that was already an abomination of literature, but the movie managed to make it worse.The book reads as if a lovesick, thirteen year old girl wrote it. It's plain, forgettable wattpad material with forced and unnatural dialogue. Every single scene, plot, and character is the incarnation of a cliché.Now, the film. Aside from weird and scattered pacing, the cuts (especially in intense scenes) leave you wondering what just happened, there's some unnecessary blur and slow motion going on, too. It leaves out parts of the book or skews the timeline a bit, which I understand is necessary, but badly done in this case. We also don't get a look inside Lily's head, she lacks depth and development just as much as every other character. Some information and backstory should have been mentioned earlier, to let the viewer understand. Overall it's flat and deals with the topic of domestic abuse miserably. The message should and could have been more intentional.I will not even begin to talk about the horrendous and problematic promotion work, let alone Hoover herself.So? Please keep book and film away from the youth.",0.5
burtjee,"It saddens me to see how this movie emotionally manipulates the viewer towards the conclusion of 'it ends with us'.No one can condone the actions of the co-lead. However, making PTSD/mental health a cross and stigma that he has to carry and bear the brunt of; rather than showing how he could have been given help (his parents send him to med school, but not a shrink!) is extremely disappointing.And for sure he didn't wake up 30 years later exhibiting such behavior, where was his preachy sister then?This movie should have ended with a positive and human supporting human climax fitting of 'IT STARTS WITH US.'",0.5
anikajchoudhury,"I do not like the movie adaptation at all. It did skip a lot of beautiful , meaningful moments, which makes the book desirable to read. I do not think this movie did any justice to the book.there are lot of things, they skip the part. The movie was mostly focused on black Lively, not to the other characters. They do have their own sides of story to tell. Also, I think black lively could bring more emotions to playing lily bloom. But, It's worthy to mention that anyone would be emotionally affected by this movie. Overall,it will at least start the conversion of social issue which is domestic abuse.",1.5
esthermusembi,"The book in itself was poorly portrayed in the movie. I feel like from the get go the actors chosen, the script that was played out it was just not what I expected. Before the online backlash even began, clearly everyone had a certain picture they had created when they read the book. Now obviously colleen couldn't take in all those suggestions but still very odd choices were placed and the audience had to run with it. For example , lily. With no hatred to the actress, that was absolutely nothing close to how anyone pictured her. Shiii I couldn't even imagine. It's so odd because lily had been portrayed as a young woman but anywaysss.",1
mahay-51479,"The whole movie was cringe, from the choice of charecter roles, how they looked, the lines said was very cliche and cringe, sort of up in your face with no filters. There were times where I laughed at how cringe the scenes looked or what they said.The pace of the movie was off, first meeting that toxic charecter was slow and uninteresting but then the charecter that really mattered was rushed and I felt no connection between them.I thought I'd see a different kind of storyline but it felt like it was written by a high schooler, just everything gave highscool dating vibes and not grown up romance or love.I wouldn't pay to watch it.",2
larisabuz,"In the beginning of the movie I thought I will have to give it 1/10. But somehow it got better in time. Although, some of the scenes are lacking some depth. Like, can't you think of writing something more than ""same"" as a reply to someone? There were some scenes that were alright, like the friendship between Lily and Allyssa about how Lily should leave Ryle. And the scenes between Lily and Ryle as teenagers. But that's it. I really think the movie did better than the book, which doesn't happen often. The writing is straight up bad. I understand that they promoted it as a rom-com rather than a movie about DC (domestic violence). They should've focused more on that.",2.5
moviemanmo973,"Disclaimer: I've never read the book so my review is not about how good of an adaptation it is.I knew this was based on a novel and had only seen the trailer. The trailer was pretty generic and that's what I expected this to be. And for the most part I was right about my assumptions. A woman falls in love with a man but soon realizes she loves her ex after he comes back into her life.What I did not expect was the emphasis of domestic violence in this story. Unfortunately, this film treads too lightly and takes too long in revealing that it's dealing with this major topic.The scenes of domestic violence were shown as accidents for most of the film so it wasn't apparent that these things were happening. I understand it was done intentionally to show how victims of such abuse are often in denial and repress their memories. However, I would have preferred if it was more straight forward with its intentions. Its message would have been stronger and much clearer had the scenes of abuse not been downplayed just to cater to a younger audience. I think it's important for young women to receive these lessons but minimizing these harsh realities is not the most effective way to make an impact.As far as characters are concerned, Atlas was the most grounded. I felt more sympathy for him throughout the film than I ever did for Lily at any moment. The film did a better job at making him feel vulnerable with the effective flashbacks and backstory. And his relationship and chemistry both as a teenager and an adult was much more believable than Lily's relationship with Ryle.Overall, the best parts of the film were the parts that dealt strictly with Atlas and Lily. Had this film not been adapted from a best-selling novel it would have never been in theaters. This is not worth the money just wait to stream it.",2
lucyjackson-13403,"I had high hopes for this film. Yes I'm a book reader and I love this book, but I can separate the two to appreciate a film. I understand not everything can go into a film and not everything from a book translates well on screen. That being said, I think that some of the most important scenes that really tell the story were cut that should not have been. Lily talking to her mother about Ryle abusing her and her mum opening up about her experience with Lily's father, was such an important and emotional part of the book and cutting this was a mistake in my opinion.The film feels like 'they played it safe'. The domestic violence scenes are too watered down and the emotion just doesn't hit like it did in the book. The backstory with Atlas felt so rushed and didn't convey the depth to their relationship. I viewed this at the cinema with someone who hasn't read the book and they had so many questions, because in their words they felt the movie was 'choppy'. The pacing was so slow at times then at other times felt rushed and it made me wish they'd done this as a show instead. With more time to tell the story and having people onboard, who wouldn't have been afraid to really deliver this message in a more powerful and non apologetic way really makes me mourn what this could have been!I will say that I thought Justin Baldoni acted really well in this and played Ryle very well. He did a great job at portraying someone who was charismatic and charming, but also someone who was ultimately abusive and didn't deserve Lily. The film itself was visually beautiful, such as shots of the city and both the restaurant and flower shop. But that doesn't make up for what this film truly could have been. I felt at times I was watching a made for tv movie and whilst this film delivers a great message to women, the film is too surface level to really hit your emotions. Do yourself a favour if you haven't already and read the book instead.",2
sanne-maria-jansson,"This movie could have been soooo good! Could have. If it wasnt for the horrible styling of the main character ... I rarely get hang-ups about this stuff, but there where moments in the movie where I had problems to engage in the ongoing drama because of that. It feels like someone older tried to dress the main character as they believe young people dress. Also it didnt really match the characters traits. I mean, big poodle-hair-thingy? High heels of all sorts. The bustiers??? And then cut to suspenders and patchwork-shirts. It was hella confusing! Disregarding the bad wardrobe-choices there where some good bits, but the really good stuff was rushed through to fast. The steamy bits felt ""meh"", and the hard bits was toned down to much. The best part of the movie? Every scene with Brandon Sklendar! And that is not only cause he looks soooo good, cause he does, but the acting was acting! So freaking good.",2.5
rwagss97,"While it makes sense to age up the characters based on mistakes made by Colleen Hoover, casting Blake Lively as Lily Bloom was an incredible fail. Blake's acting has always been mediocre at best, and this film was no different. I didn't feel a connection to her character and her performance unfortunately was shallow and simply fell flat. It's a shame, because there was a real opportunity for this film to be something special. I felt young Lily was brilliantly cast, and Justin Baldoni poured his soul into Ryle, which translated spectacularly across the screen. Overall, this isn't a movie I would watch again. Additionally, the music selections felt ill-selected and wrong for this movie. I'm not sure who selected the songs, but their choice definitely downgraded the movie from a mature piece to a seemingly teenage drama romance. Overall, I was impressed with young Lily & Justin Baldoni, who were both super, and I was incredibly disappointed and underwhelmed by Blake's performance.",2.5
sarah_bt93,"I normally love Blake but she was wrong to cast for this role. This role was not for her, she didn't play it well. I'm sorry to say but it should have been someone more serious and about 10 years younger. Potentially, Isabela Ferrer who played young Lily would have been a much better option. The outfits she wore were ridiculous, nobody would ever dress like that and definitely not somebody who is so into flowers. Blake usually has a great sense of style, I don't know how she was allowed to style herself and picked these outfits. They underplayed the domestic violence and its significance in the storyline. Justin Baldoni, Jenny Slate and Brandon Sklenar were great. Filming, lighting, flower shop decoration were good.",2.5
cinemapersonified,"Rating: 4.2
Overall, a bad movie as the creative conflict between Blake Lively and Justin Baldoni really seeps onto the screen because the movie does not know if it wants to be this cutesy rom-com or a serious drama about a serious topic; while the latter is somewhat executed well, the former is just so cringey and bad that the movie just feels like a larger budget Lifetime movie.Direction: Bad
The direction on a macroscale is incredibly poor for the most part, as while he does build the overlaying conflict well in the end, the movie is shrouded in a very bad romance and not great world-building; the creative differences between Baldoni and Lively are very evident on the screen, as the movie struggles to choose if it wants to be a light-hearted comedy or a serious movie about a serious topic; the direction on a microscale for the first hour and a half is very bad, as the romantic interpersonal scenes feel like a Hallmark movie with a bigger budget, but the final hour is pretty good, as it handles the overall sensitive subject well; storytelling is too simple and amateur for such an important subject that it really holds the movie back; they build tension very shallowly for the most part, but it is decent towards the endsStory: Very Bad
The concept is an important topic, it's just to movie does a poor job at building this because it shrouds the movie in this cringey, forced romantic-comedy, and while it does do a decent job handling the important subjects, it builds it up in such a simplistic way; the plot structure is alright as it gradually moves forward, while taking some flashbacks to provide backstory into the past, but it feels a little to simplsitic at times; character writing is too shallow for a movie of this magnitude as Lily Blossom Bloom and Ryle are so poorly written, especially with their cringey dialogueScreenplay: Very Bad
The dialogue is atrocious as it is so cringey that it becomes hard to watch at times; the humor is so forced that the movie becomes unintentionally funny; the symbolism is a little too shallow for a movie of this magnitude, but it does steer more in the positive direction; the foreshadowing is, but there are some moments that are carried out wellActing: Bad
Blake Lively: Bad (Her emotionless, effortless performance is very hard to watch as it feels like she isn't even trying to work with her castmates; while her performance towards the end is a bit more nuanced, I feel like any trained actor could do what she did; it is very evident the controversy between Baldoni and Lively seeped into filming as there is no on-screen chemistry between the two)
Justin Baldoni: Bad (Such a shallow, toneless performance that feels like something out of a Lifetime movie; His line delivery is incredibly cringey and hard to watch at times; It is very evident the controversy between Baldoni and Lively seeped into filming as there is no on-screen chemistry between the two)
Jenny Slate: Pretty Bad (She has some emotion throughout the movie, but it does not feel like it matches the rest of the cast; she still probably does her best to develop some ounce of chemistry with her castmates)
Hasan Minhaj: Very Bad (His slapstick, forced comedy really does work in this movie as it is very obvious he isn't reading the room, especially for a movie with a very serious topic)
Brandon Sklenar: Decent (The only person with a somewhat watchable performance is he, as he has some charisma and energy that is needed for the movie and his scenes)
Rest of the cast: Bad (It just feels like a Lifetime movie with a bigger budget)Score: DecentSoundtrack: Bad
The movie was made too feel-good and shallowCinematography: DecentEditing: DecentCostumes: Bad
It was very obvious Blake Lively wanted to show off her closet, as her wardrobe does not match her character or the scenes she is in at allPacing
Pacing is decent; it's just the poor writing makes the movie feel like it's moving slower than it actually isClimax
Climax is executed decently well; this is why the movie starts to hit its stride and actually get a bit more nuanced when talking about the subject; it's just it feels a little too lateTone
Tone is the biggest issue for this movie because it shows the strong creative conflict for this movie; the movie does not know if it wants to be this cutesy rom-com or a serious drama about a serious topic.",2
theonetrueannabelrosesmith,"Everything about this film made me cringe. Blake Lively's fake laughter in every scene, her horrendous outfits, the 'passion' between the 2 main characters, the ridiculous dialogue... did a real disservice to the important subject matter. I honestly can't believe the positive reviews this is getting. Have people's brains fallen out?Everything about this film made me cringe. Blake Lively's fake laughter in every scene, her horrendous outfits, the 'passion' between the 2 main characters, the ridiculous dialogue... did a real disservice to the important subject matter. I honestly can't believe the positive reviews this is getting. Have people's brains fallen out?",1
yjxrf-23663,I have no idea what that was Blake lively was so out of character that it makes no sense how can a person do a movie without even reading the concept of the character her clothes were hideous and she literally ruined the movie. The male actors were somewhat better actually they were perfection their clothes their acting the portrayal of the role was just on point by Justin but Blake on the other hand she just ruined the whole movie and the direction oh my god the flashbacks were not even that well like it was jumping from the past to the present make a movie a little longer but please pay attention your story line.,0.5
nadasiaj,"Watching this movie felt like a chore. The acting was painfully wooden, with the cast delivering lines as if they were reading from cue cards for the first time. The actors seemed completely detached from their characters, lacking any chemistry or emotional depth. Every scene felt forced and lifeless, making it impossible to get invested in the story. It's clear that neither the script nor the cast had any passion for this project. Save yourself the disappointment-this film is a total misfire.Blake should never work again in acting she really sucks and def. Does not present what the movie is all about in her interviews. Like she lives in La La land .",0.5
justynshere,Blake lively is a weird one. She does okay but I have a hard time feeling bad for her character who she's trying her hardest (poor thang) to embody. Because underneath the character is a hateful and nasty human being. I would not suggest this movie to anyone who knows who she is for it'll be ruined for them. They should have gotten someone else to play the part because can her name sell tickets? Can her name sell the sympathy her character needs from the audience? No it can not and not it can not. I'd suggest watching good movies like... uh... Casper or.... Uh.... Maybe the 2000 made for tv movie homicide with detective much. Anything. Anything would be better.,0.5
seven-johnson,"Lily Bloom - a florist... seriously? I know some nations have less intellectual naming conventions, but the book this was based upon must have been written by a child. A not very bright child.Characters are two dimensional and unlikable, especially the incredibly bland Lily. This isn't helped by the woeful casting of Lively, some generic nepo-baby ""actress""/clothes horse from... Gossip Girl.I suspect there's some factory in California that clones kids and dumps them straight into the waiting arms of a nanny so the disenterested parents can focus on their vapid careers. It's like some Aryan wet dream.Try imagining this as a horror film, it's not hard, but you will be rooting for the villain.Honestly I was disappointed Kyle Kincaid (good name lol) didn't rampage through the rest of the cast with a claw hammer. It's just so insipid and drab you'll be longing for the days of ad breaks.There are far better ways to spend your time. No one involved with this film should work again.",0.5
katerinefarias,"I read the book right before I watch the movie, and I of course know that book adaptations are usually not as good as the books, which is somewhat understandable. But this was way worse than I expected. It's so flat and kind of boring although the story in the book was nothing of that. I read the entire book within just 3 days, that's how exciting it was. I feel they could've made this MUCH better, they could've made it so deep and focused on the DV cases, but they chose to just make it another cheesy romantic film. I really wanted to like it but it unfortunately left me disappointed. I'll pretend ai didn't watch it ane stick to how I imagined the storybin my head.",1
Claire-62352,"What a waste of time!! I haven't read the book and obviously how serious a movie with Blake Lively could be, but omg this one was ridiculous! It felt like a 2 hour change of clothes and B. L bitting her bottom lip! For anyone who has any idea how DV is, looks and how the abusers are , this movie felt like a joke. Abusers don't let victims get away so easily and what about all the clichés of the world in a romantic -wanna be serious- movie. I mean even the ending.... Omg... I was furious for the most part of the movie... 3 stars only for direction and photography, those were enjoyable. Even now, I don't know what i watched i really felt like the movie didn't have an identity, it was like watching DV from a sort of romantic view , fashion view... I really don't know...",1.5
hdcnmm,"I think a lot of people excited for the movie because of the book , I saw this movie yesterday and it start really well but in the middle of it just kept repeating itself again and again , I felt too much drama for nothing I can see the whole movie in 45 minutes no need for 2 hr and most of the time I was waiting for something to happen like twist or shocking but the movie kept the same energy at the end which really disappointed , bxkxbxl b l bxvx sidhdixxo xjxoxjxoxox didodbxod isbsidid dishdasha sisbdidod didnxjxndjd disbudding didnsjdid djdjxbxjxjx xjdbxixjx didnxkxix cjxnxjxnxid idndindndj.",2.5
bwvyjhrv,"Way too long. Lots of filler photos of Boston...too many. Visually the movie is pleasing. It plays like a long a long version of Gossip Girl. However, there is no way a struggling flower shop owner could afford the clothes ""Lily Bloom"" wears in this movie. Blake's acting is worthy only of a Hallmark Movie. Everyone else (except Hasan Minhaj) did a great job acting. Justin was great! The so called DV in this is so mild and discreet I almost missed it. The first issue came up 90 minutes in. Very tame. No wonder Blake wants to think of it as a romcom. What a waste of my time and money. Interesting to see the videos of Blake Behaving Badly surface. Karma.",1
gkhpcqftq,"Watching ""It Ends With Us"" was a bit of a mixed experience. From the start, it was clear that the movie struggled with pacing and clarity, making it difficult to immerse yourself in the story. The film frequently jumped between modern and past settings, creating a sense of disorientation, especially during the first 15-20 minutes. If you weren't paying close attention, it was easy to lose track of what was happening. While I eventually caught on, the initial confusion took away from the overall experience.The performances also left something to be desired. Much of the acting felt scripted and unnatural, with several scenes coming across as unrealistic and hard to believe. That said, Brandon Sklenar's portrayal stood out as one of the stronger aspects of the film. He brought depth to his role, making his character one of the few that felt truly authentic.Despite its flaws, the movie did have some redeeming qualities. The plot itself is compelling, and the message at the heart of the story is important and relevant. The way the film handled themes of abuse and the plot twists were well-timed and impactful, adding some much-needed weight to the narrative. However, these moments were sometimes lost in the disjointed storytelling and uneven character development.Visually, the movie was appealing. The camera work was particularly impressive, enhancing the overall aesthetic and helping to tell the story in a way that was engaging to watch. It's just unfortunate that the visual appeal couldn't fully compensate for the other shortcomings.In the end, ""It Ends With Us"" has a strong foundation with its plot and message, but the execution falls short. The confusing narrative structure, scripted performances, and lack of realism in some scenes make it difficult to fully enjoy. While it's a film with good intentions, it ultimately feels like a missed opportunity to deliver something truly powerful.",2
carol_laidlaw,"When I say I could only sit through the first hour of this film at the cinema, that tells you whether I think it's worth watching or not. It has a promising start. The first part is about the main character, Lily, coming home for her father's funeral. She is expected to produce a eulogy for him but can find nothing to say so she walks out of the the service. This is relatable. Most of us know somebody so dislikeable that we can find nothing good to say about them. When that person is a relative it suggests they were abusive. But this start is not developed. There are a couple of small hints that Lily's father was indeed an abuser but she seems unaffected by it.The script is scrappy and amateurish. The dialogue is unreal in parts, which means you just don't believe in the characters. The characterisation is non-existent. When Lily meets a handsome surgeon who is taking his temper out on the furniture on the roof of his block of flats, he tells her he is upset because he lost one of his patients that day. This might or might not be a lie but the audience is unable to tell because his character simply isn't developed. He and Lily spend the next hour beaming at each other and pretending they don't want to get down to it; until they do. There's no depiction of a developing relationship.Lily's previous boyfriend from her home town features in a number of scenes but the script is so badly put together that it's hard to be sure that the story is switching between the past and the present until the film is about 40 minutes in. What's also confusing is that the actors in the past and present scenes look the same age. In the scenes where they are supposed to be at high school they look about 30.When, an hour into the film, Lily's past boyfriend shows up again and creates the potential for a love triangle, I simply wasn't interested enough to stay to find out what happened next. I'd conclude that this film isn't worth anybody's time. The storytelling is disjointed, the dialogue unconvincing, the .characters as thin as tissue paper and the whole thing is unengaging.",1.5
anders-080582,"IT ENDS WITH US**An over
hyped movie that turned out to be TRIVIAL and SHALLOW, to say the least, sometimes it almost felt as if I was watching Dawson's Creek ... the issue is dealt with in a superficial, predictable, often pathetic way, the dialogues are just as banal as the rest, it's almost sickening.Romanticized portrayal of a major issue, whereas many pivotal aspects of domestic violence are completely overlooked, the lead actress, as charming as an ingrown toenail, adds no depth whatsoever to the plot, besides her pleasant appearance.The actors lack charisma and true emotional depth. A product packaged for the sake of the aesthetics, in a floral style made of potpourri and warm autumn colors that reminds one of Grey's Anatomy sugar coating - the never-ending medical drama, with a plethora of sticky references to the latter.A trite and ultra-commercial American production that clearly has benefited from a major marketing campaign. The only genuinely pleasant thing: the landscapes of Maine and New England, with the Indian summer, as well as Boston's skyline and harbor in the background, the scenery, the settings, the bohemian flower vibe, and the nostalgic colors are captivating for the eye, with flashbacks that brings one back to 2001 Autumn in New York.A ""dear diary"" kind of movie that overlooked way too many significant aspects of the main theme, that is to say domestic violence with all that it entails.All the rest, with all due respect, is type 2 diabetes-inducing.Rating: 5, and only out of respect towards those who genuinely go through and have been through domestic violence and for the supposedly fair intent of raising awareness on the topic, though it seems as if the movie has been made out of pure marketing purposes.A truly ""Virgo"" movie with Leo Vibes, just like the lead actress soullessly starring in it.",2.5
mediatation,"An I. P. juggernaut that felt destined to do numbers at the box office and on streaming, regardless of the controversies around the project. It provides an insightful perspective on abuse by utilizing film techniques that disorient the viewer's perception in a way akin to the experience of emotional abuse, but takes a few slight missteps in its handling of this sensitive issue.The entire cast plays their roles well, from the lead actors-Blake Lively and Justin Baldoni-who take on a majority of the heavy scenes, to the supporting actors-Jenny Slate and Hasan Minhaj-who provided lighthearted relief. Despite a few flaws, the film still makes meaningful contributions to the difficult conversation around abuse, even if its marketing does not fully convey this.",2.5
krausela,"The book was amazing. The film was disappointing. It seems they left out important parts that help make the book so great, such as the Better in Boston magnet and the Finding Nemo references. Blake was not the right choice for Lilly. The actress was too old for this particular role. The costume design was atrocious and it made it difficult to want to continue watching. Baldoni was okay, I do not think him and Blake had chemistry at all during this movie. All parts of the movie that did acknowledge dv were fast and didn't exactly make sense. The blurring and the immediate cut right after made no sense.",2.5
manderson-88389,As mentioned in the title I don't what happened in the book but the ending of this movie seems kind of hypocritical. Of course abuse is never acceptable in any case towards a loved one but is it okay to intentionally lie to a potential spouse?.Lily lies about Atlas and the tattoo right off the bat to Ryle. In doing so she basically clowns Atlas when she plays down her first love and sexual encounter with him. Like I said abuse is never acceptable but Lily immediately started the relationship out on lies and secrets. Didn't even bother to tell the guy the truth before marrying him or further elaborate on what the tattoo was about. He has a right to be pissed about that but no right to be abusive of course. I mean Ryle would have been justified to call for a divorce as soon as he read that article and found out Lily been hiding stuff and lying to him the whole time. So for me I feel the message is that Lily is putting an end to the abuse but I think it can work both ways. Put an end to the secrets and the lying to someone and show them who you truly are. I mean they both had violent traumatic events occur in their life and should both be going to therapy. Why only is Ryle going to be the one painted in the bad light? She was not who he thought she was until it was too late. I am sure any human would be pissed to find out this past life and love she had when the marriage was already in place.,1.5
priyankpassey,"Passey Reviews 🎥🍿Here we have the film adaptation of Colleen Hoover's international bestseller, 'It Ends with Us,' starring Blake Lively, Justin Baldoni, and Brandon Sklenar. You'd think it'd be a big cinematic event. The theatre was packed with an enthusiastic young female audience, eagerly anticipating this screen adaptation of a beloved novel. The energy in the room was electric ⚡or at least it was until the film started.If you need a movie to help you drift off to sleep, this one might do the trick. The story moved slower than a 2G connection. And I found myself periodically fighting off the urge to nap in the second half. The characters felt like confused teenagers who never quite grew up, which didn't help the film's already slow pace 😴The lead cast delivered decent performances, but even their collective charisma couldn't save the film from its sluggish pace and lacklustre screenplay 😕While the novel may have been a page-turner, the film adaptation might have worked better as a TV series. With a storyline that drags and fails to fully address the important issues of domestic violence, it would have been better suited for a TV series binge than a one time movie outing 📺So, if you're a fan of the book, brace yourself. The film might not exactly live up to the hype, but hey, at least it's a good excuse to catch up on your sleep 😴",2
sja-awesome,This is an okay movie with some charming yet predictable scenarios and of course they seem to be using female sexuality to try to sell the plot to men. I also would like to say down with the neckbeards. It's actually insane the actors are allowed to go on screen looking like a homeless person with such poor and gross grooming habits or should I say lack of grooming habits. We as women deserve better and men need to be held to standards which they shouldn't be have to told to do. It just blows my mind that actors are hired looking like a homeless person and this is somehow acceptable in our society. So really I'm just review is to say down with neck beards!!,2
cheyeneschulz,"From someone who read the books, the movie was incredibly disappointing. They used 40 year olds when they were originally only in their early 20s. They missed important parts of the book. The way the characters were dressed were ugh. They didnt show the true abuse that Lily endured. Such a disappointment.And I hope the Blake lively isn't cast in It starts with us cus she did not play Lily how she deserved to be played.I hope Blake lively also isn't cast because the way she portrayed the move was a disgust to a movie that shows DV and abuse. Asking girls to wear their florals and bring their girlfriends? This movie is supposed to portray the early signs of abuse, gaslightinf, manipulation and so on. It's not a God damn rom com to froth over.",1.5
rogers-brandon-m,"This was a filthy movie and should have been rated R. Although all body parts were not shown, little was left to the imagination as sex scenes popped off every few minutes. When it wasn't a sex scene, there were abusive scenes. I wanted to leave but my wife was all about it. I was uncomfortable watching it and felt it was extremely ronchy and will be hailed as having ""a good underlying message"" although I think 85% of it was filthy romance. So if you are looking for sex scenes, your movie. If you are looking for something wholesome, avoid it. They could have got the same message across without having added all the bedroom scenes.",0.5
MiiLiex,"Having read the books without expectations that the screen adaption would be a replica, it is putting it mildly to say that that this books adaptation to the screen was a complete slaughter leaving Much to be desired. Several characters somehow transformed from sane everyday people to over the top Hollywood fake-esque variants, as in the case of Ryles sister and her husband. Adult Lily went from an average everyday woman who was building her life to some Hollywood high up entitled brat with personality tendencies that of a passive aggressive teenager. I oddly find myself disliking adult Lily more than Ryle in this screen adaptation, and that is no easy feat! These characters, the story and books deserved so much better than this version without an ounce of relatability. The performances of young Lily, young Atlas and Ryle gave the books dignity but their performances sadly faded in the overall backdrop of disappointment.",1.5
ajmn-22281,"Should i learn from this movie how to betray my wife and go back to my first love ,,is this is the message ? In the movie or story ,,She can have a divorce without all this arouse emotions in nostalgia.to go back to the first love because this.immoral.act will Stimulates the imagination of viewers. To do the same in there life's when they are. Caught in a trap between such kind of nostalgia or a bad husband or wife ,,i still don't understand the final conclusion of this story ,,you can be free in a divorce without all this gag. And encouragement Of going back to the old books ,,the only thing i loved is. Plainfield, New Jersey Beautiful locations.",2
pdenhartog,"Didn't know the books or know what to expect, but gave it a chance because of Blake Lively. Wish I didn't.This movie is so boring, slow and predictable. Every scene you just know what will happen next or what will be the conflict. For the first hour you're waiting for what you know will happen from the first scene, you never feel anything for any of the characters because the story isn't lifelike, realistic or believable. Movie was way too slow and nog worthy of your time or money. Best thing they did was casting the younger version of Lily, who looked a lot like Blake, but other than that it's not great.",2
azsysf,"This film was very impatiently awaited by the Booktok community and it is unfortunately not what was expected. Personally, I did not read the novel, but several people said they were disappointed given the lack of several details about the book on the big screen and the fact that the story was a little ""rushed"" in the film.Now let's move on to my review. The film had incredible potential, it's true that the cinematography was wonderful but unfortunately it was used in a very bad way. Names already like ""Lily Blossom Bloom"" or ""Atlas"" are quite fictitious names, and let me tell you that it shocked me a little that Lily started a flower shop when we absolutely do not know where the money comes from. And her meeting with Ryle on the roof was so fake, these things would never happen in real life and it makes the film difficult to be relatable.Then let's move on to the acting especially of Blake Lively which was unbearable, it seems that Serena Van Der Woodsen was asked to come and make the film herself, the facial expressions (the fact that she bites her lips, and that she moves too much gives the impression that she is blocked in this role) that's why she never had a significant prize in the award ceremony for films, etc. She represented Lily Bloom very badly, and then the fact that the actors are quite old knowing that in the book they are not Supposed to be makes the film very destabilizing.The only part I found was slightly well represented is the part about the DV (Domestic Violence) and again, according to several readers, it was less well represented than in the book and that the book gave them much more emotions during that particular event.Let's not even talk about Blake's behavior after the film, in the premiere in New York when she didn't take pictures with Justin Baldoni and the relationship it has with the fact that Justin is the only actor in the film who really talked about the DV during his interviews. Blake only talks about flowers, romance and life in pink or her new shampoo in her interviews when she should talk at least slightly about the DV but she doesn't do it and it shows that she doesn't care (she and Coolen Hoover but not talking about her now because it's a completely different problem), Several rumors also say that she would not have let Justin do his role as director and that she would have interfered in his job when she is only a producer.In short, this film could have been much better if the acting was much more original, the story much better represented and especially if Blake would not have been so involved in the story to ruin it.",2.5
